title,price,bedrooms,has_maid_room,bathrooms,area sqm,property_type,available from,location,amenities
Ground chalet for sale in the med _ Ras El hekma,21700000,3,Yes,3,1821959,Chalet,21 Jun 2026,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ground chalet for sale in the med _ Ras El hekma,21700000,3,Yes,3,1821959,Chalet,21 Jun 2026,"Ramla, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
"Sea view fully finished chalet 2BR for sale , june",13500000,2,Yes,2,1201292,Chalet,21 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
"Sea view fully finished chalet 2BR for sale , june",13500000,2,Yes,2,1201292,Chalet,21 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ready To Move Prime Location Park View Finished,6000000,1,Yes,1,70753,Apartment,21 Jun 2026,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Study, View of Water, Security"
Ready To Move Prime Location Park View Finished,6000000,1,Yes,1,70753,Apartment,21 Jun 2026,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Study, View of Water, Security"
Zero Over Fully Furinshed Apartment Prime Location,8000000,2,Yes,2,1021098,Apartment,21 Jun 2026,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, View of Water, Security"
Zero Over Fully Furinshed Apartment Prime Location,8000000,2,Yes,2,1021098,Apartment,21 Jun 2026,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, View of Water, Security"
Own Apartment 2BR In Prime Location With Zero Over,7215000,2,Yes,2,1021098,Apartment,21 Jun 2026,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Own Apartment 2BR In Prime Location With Zero Over,7215000,2,Yes,2,1021098,Apartment,21 Jun 2026,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Ready To Move Chalet Furnished View Lagoon,14000000,4,No,4,3133369,Villa,21 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Private Pool, Shared Pool, Security, Shared Spa, Shared Gym, Walk-in Closet"
Ready To Move Chalet Furnished View Lagoon,14000000,4,No,4,3133369,Villa,21 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Private Pool, Shared Pool, Security, Shared Spa, Shared Gym, Walk-in Closet"
Own Standalone Villa for Sale in O West – October,42000000,7,Yes,7,5876318,Villa,21 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study"
Own Standalone Villa for Sale in O West – October,42000000,7,Yes,7,5876318,Villa,21 Jun 2026,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study"
Fully Finished| Furnished Chalet with Private Roof,25000000,4,Yes,4,2052207,Chalet,21 Jun 2026,"Swan Lake North Coast, Qesm Ad Dabaah, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Fully Finished| Furnished Chalet with Private Roof,25000000,4,Yes,4,2052207,Chalet,21 Jun 2026,"Swan Lake North Coast, Qesm Ad Dabaah, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Chalet1BR In Fouka Bay Fully Finished Sea View,10000000,1,No,1,50538,Chalet,21 Jun 2026,"Hacienda Bay, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study"
Chalet1BR In Fouka Bay Fully Finished Sea View,10000000,1,No,1,50538,Chalet,21 Jun 2026,"Hacienda Bay, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study"
Townhouse Fully Finished Open View Lowest Price,20000000,3,Yes,3,2052207,Townhouse,21 Jun 2026,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Townhouse Fully Finished Open View Lowest Price,20000000,3,Yes,3,2052207,Townhouse,21 Jun 2026,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
lowest price townhouse fully finished in new Zayed,20000000,3,Yes,3,2052207,Townhouse,21 Jun 2026,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Garden, Private Pool, Shared Pool, Study, View of Water"
lowest price townhouse fully finished in new Zayed,20000000,3,Yes,3,2052207,Townhouse,21 Jun 2026,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Garden, Private Pool, Shared Pool, Study, View of Water"
MARINA VIEW CHALET WITH INSTALLMENTS IN MODON UAE,24000000,3,No,3,1942088,Chalet,21 Jun 2026,"Modon Abu Dhabi, Ras Al Hekma, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Garden, Private Pool, Shared Pool, View of Water, Security"
MARINA VIEW CHALET WITH INSTALLMENTS IN MODON UAE,24000000,3,No,3,1942088,Chalet,21 Jun 2026,"Modon Abu Dhabi, Ras Al Hekma, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Garden, Private Pool, Shared Pool, View of Water, Security"
Lowest Price Apartment with Garden for sale,9100000,3,Yes,3,1521636,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study, View of Water"
Lowest Price Apartment with Garden for sale,9100000,3,Yes,3,1521636,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study, View of Water"
Lowest Price Apartment in 5th settlement For sale,8400000,3,Yes,3,1601722,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study, View of Water"
Lowest Price Apartment in 5th settlement For sale,8400000,3,Yes,3,1601722,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study, View of Water"
With installments Best Location Chalet Seashore,11000000,2,No,2,1101184,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Study, View of Water"
With installments Best Location Chalet Seashore,11000000,2,No,2,1101184,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Study, View of Water"
Prime view Chalet with installments Sea Shore,9600000,1,Yes,1,80861,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Prime view Chalet with installments Sea Shore,9600000,1,Yes,1,80861,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Chalet for sale in Modon Ras AlHekma UAE Furnished,14000000,1,Yes,2,931001,Chalet,21 Jun 2026,"Modon Abu Dhabi, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study"
Chalet for sale in Modon Ras AlHekma UAE Furnished,14000000,1,Yes,2,931001,Chalet,21 Jun 2026,"Modon Abu Dhabi, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study"
CHALET PRIME VIEW IN SEASHORE HYDE PARK,14500000,3,Yes,3,1381485,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
CHALET PRIME VIEW IN SEASHORE HYDE PARK,14500000,3,Yes,3,1381485,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
INVEST IN TUBAN | 2BR CHALET FOR SALE BEST PRICE,30000000,2,No,3,1131216,Chalet,18 Jun 2026,"Tuban Islands, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Study, View of Water, Shared Spa"
INVEST IN TUBAN | 2BR CHALET FOR SALE BEST PRICE,30000000,2,No,3,1131216,Chalet,18 Jun 2026,"Tuban Islands, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Study, View of Water, Shared Spa"
Furnished Ac's and Kitchen Cabins with only 5% DP,20000000,2,Yes,2,1591711,Chalet,21 Jun 2026,"Modon Abu Dhabi, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Study, View of Water"
Furnished Ac's and Kitchen Cabins with only 5% DP,20000000,2,Yes,2,1591711,Chalet,21 Jun 2026,"Modon Abu Dhabi, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Study, View of Water"
Lowest Price chalet resale in Soma bay prime view,9180000,1,Yes,1,60646,Chalet,21 Jun 2026,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, View of Water, Security, Shared Spa"
Lowest Price chalet resale in Soma bay prime view,9180000,1,Yes,1,60646,Chalet,21 Jun 2026,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, View of Water, Security, Shared Spa"
Ready to move For sale Apartment Prime location,8400000,3,Yes,2,1401507,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Security, Shared Spa"
Ready to move For sale Apartment Prime location,8400000,3,Yes,2,1401507,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Security, Shared Spa"
BEST VILLA IN TUBAN MARINA | HOT DEAL MARINA FRONT,70000000,4,Yes,3,1771905,Villa,18 Jun 2026,"Tuban Islands, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study, View of Water"
BEST VILLA IN TUBAN MARINA | HOT DEAL MARINA FRONT,70000000,4,Yes,3,1771905,Villa,18 Jun 2026,"Tuban Islands, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study, View of Water"
Ready to move For sale Apartment With Garden,7900000,2,No,2,1211302,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Covered Parking, Balcony, Built in Wardrobes"
Ready to move For sale Apartment With Garden,7900000,2,No,2,1211302,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Covered Parking, Balcony, Built in Wardrobes"
Best Location Chalet Seashore with installments,14000000,3,Yes,3,1301399,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Partly furnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Best Location Chalet Seashore with installments,14000000,3,Yes,3,1301399,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Partly furnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
NEAR BEACH CHALET WITH INSTALLMENTS SEASHORE,11300000,2,Yes,2,1001076,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Partly furnished, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Study, View of Water, Security, Shared Spa, Walk-in Closet"
NEAR BEACH CHALET WITH INSTALLMENTS SEASHORE,11300000,2,Yes,2,1001076,Chalet,21 Jun 2026,"Seashore, Ras Al Hekma, North Coast","Partly furnished, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Study, View of Water, Security, Shared Spa, Walk-in Closet"
Resale chalet at the lowest price for sale in Soma,11730000,2,No,2,1051130,Chalet,21 Jun 2026,"Bay West, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Private Garden, Private Pool, Shared Pool, View of Water, Security, Shared Gym, Walk-in Closet, View of Landmark, Lobby in Building"
Resale chalet at the lowest price for sale in Soma,11730000,2,No,2,1051130,Chalet,21 Jun 2026,"Bay West, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Private Garden, Private Pool, Shared Pool, View of Water, Security, Shared Gym, Walk-in Closet, View of Landmark, Lobby in Building"
Own Chalet 2 Bed Lagoon View 8 Year Installment,18760000,2,No,2,1301399,Chalet,18 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Shared Pool, Study, View of Water, Security, Shared Spa, Shared Gym"
Own Chalet 2 Bed Lagoon View 8 Year Installment,18760000,2,No,2,1301399,Chalet,18 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Shared Pool, Study, View of Water, Security, Shared Spa, Shared Gym"
Ready To Move Apartment Lowest Price In The Market,6180290,1,No,1,85915,Apartment,18 Jun 2026,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Central A/C, Covered Parking, Security, Shared Spa, Shared Gym"
Ready To Move Apartment Lowest Price In The Market,6180290,1,No,1,85915,Apartment,18 Jun 2026,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Central A/C, Covered Parking, Security, Shared Spa, Shared Gym"
Chalet With Garden In Playa Fully Finished,8600000,3,No,3,1761894,Chalet,17 Jun 2026,"Playa Resort, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Private Garden, Shared Pool, Study, View of Water, Security, Shared Gym"
Chalet With Garden In Playa Fully Finished,8600000,3,No,3,1761894,Chalet,17 Jun 2026,"Playa Resort, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Private Garden, Shared Pool, Study, View of Water, Security, Shared Gym"
3 bedrooms loft for sale in june ready to move |10,20200000,3,Yes,3,1501615,Chalet,18 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Maids Room, Private Pool, Shared Pool"
3 bedrooms loft for sale in june ready to move |10,20200000,3,Yes,3,1501615,Chalet,18 Jun 2026,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Maids Room, Private Pool, Shared Pool"
1ST ROW VILLA 0% DOWN PAYMENT LOWEST PRICE LIMITED,105000000,6,Yes,7,5005382,Villa,18 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
1ST ROW VILLA 0% DOWN PAYMENT LOWEST PRICE LIMITED,105000000,6,Yes,7,5005382,Villa,18 Jun 2026,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Lowest Price 3 bed In Silver Sands Delivery 2026,9600000,3,Yes,3,2702906,Chalet,18 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Lowest Price 3 bed In Silver Sands Delivery 2026,9600000,3,Yes,3,2702906,Chalet,18 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Fully Finished Ready to move Direct on Landscape,13000000,3,Yes,3,1851991,Apartment,18 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Fully Finished Ready to move Direct on Landscape,13000000,3,Yes,3,1851991,Apartment,18 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Chalet For Sale In Silver Sands Prime Location .,9000000,2,Yes,2,1201292,Chalet,18 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Shared Pool, Study, View of Water, Security"
Chalet For Sale In Silver Sands Prime Location .,9000000,2,Yes,2,1201292,Chalet,18 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Shared Pool, Study, View of Water, Security"
OWN VILLA FIRST ROW WITH 5% DP FINISHED IN SOMABAY,24000000,4,No,4,2402583,Villa,18 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study"
OWN VILLA FIRST ROW WITH 5% DP FINISHED IN SOMABAY,24000000,4,No,4,2402583,Villa,18 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Shared Pool, Study"
villa at hacienda bay under market furnished لقطه,21000000,6,Yes,6,3804090,Townhouse,18 Jun 2026,"Hacienda West, Ras Al Hekma, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
villa at hacienda bay under market furnished لقطه,21000000,6,Yes,6,3804090,Townhouse,18 Jun 2026,"Hacienda West, Ras Al Hekma, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Resale Under Market price Chalet Garden in Blanca,18870000,2,Yes,2,1361464,Chalet,21 Jun 2026,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water, Security"
Resale Under Market price Chalet Garden in Blanca,18870000,2,Yes,2,1361464,Chalet,21 Jun 2026,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water, Security"
SEA VIEW 3BR Chalet with only 5% Down payment !!,18500000,3,Yes,4,1451561,Chalet,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
SEA VIEW 3BR Chalet with only 5% Down payment !!,18500000,3,Yes,4,1451561,Chalet,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
SEA VIEW 3BR Chalet with only 5% Down payment !!,15700000,3,Yes,4,1451561,Chalet,21 Jun 2026,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Private Pool, View of Water, Private Garden, Maids Room"
SEA VIEW 3BR Chalet with only 5% Down payment !!,15700000,3,Yes,4,1451561,Chalet,21 Jun 2026,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Private Pool, View of Water, Private Garden, Maids Room"
SEA VIEW 2BR Chalet early deliver over 8 years !!,13000000,2,Yes,3,1151238,Chalet,20 Jun 2026,"Ramla, Ras Al Hekma, North Coast","Partly furnished, Built in Wardrobes, Central A/C, Private Garden, Private Pool, Shared Pool, Balcony, Covered Parking, Kitchen Appliances, Maids Room"
SEA VIEW 2BR Chalet early deliver over 8 years !!,13000000,2,Yes,3,1151238,Chalet,20 Jun 2026,"Ramla, Ras Al Hekma, North Coast","Partly furnished, Built in Wardrobes, Central A/C, Private Garden, Private Pool, Shared Pool, Balcony, Covered Parking, Kitchen Appliances, Maids Room"
SEA VIEW Chalet with ZERO% Down Payment Over 8 yrs,16000000,3,Yes,4,1451561,Apartment,18 Jun 2026,"Ancient Sands Resort, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Shared Pool, Private Pool, Private Garden, Kitchen Appliances"
SEA VIEW Chalet with ZERO% Down Payment Over 8 yrs,16000000,3,Yes,4,1451561,Apartment,18 Jun 2026,"Ancient Sands Resort, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Shared Pool, Private Pool, Private Garden, Kitchen Appliances"
Early deliver Sea view 3BR Villa with 5% DP only !,35000000,3,Yes,4,2252422,Villa,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Shared Pool, Study, Private Pool, Private Garden"
Early deliver Sea view 3BR Villa with 5% DP only !,35000000,3,Yes,4,2252422,Villa,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Shared Pool, Study, Private Pool, Private Garden"
First Row Single-Floor Standalone Ready To Deliver,125000000,4,Yes,6,5085468,Villa,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
First Row Single-Floor Standalone Ready To Deliver,125000000,4,Yes,6,5085468,Villa,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
SEA VIEW 3BR Chalet with only 5% Down payment !!,20000000,3,Yes,4,1451561,Chalet,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
SEA VIEW 3BR Chalet with only 5% Down payment !!,20000000,3,Yes,4,1451561,Chalet,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Last Building with Immediate Delivery OVER 10 YEAR,900000000,7,Yes,7,400043056,Whole Building,21 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Study, Shared Pool"
Last Building with Immediate Delivery OVER 10 YEAR,900000000,7,Yes,7,400043056,Whole Building,21 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Private Pool, Study, Shared Pool"
Last Building with Immediate Delivery OVER 10 YEAR,900000000,7,Yes,7,400043056,Whole Building,21 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Covered Parking"
